hotel_name,location,price,room_type,beds,rating,rating_title,number_of_ratings,per_night,Log_number_of_ratings,Log_price
شاليهات ويڤ Wave Resorts,Al Khobar,3750,Chalet,4,7.9,Good,39,1,3.6635616461296463,8.229511118964457
Villa Al Nakhil,King Abdullah Economic City,1764,Three-Bedroom Villa,5,0.0,Very good,0,1,-inf,7.475339236566737
دار الود للأجنحة الفندقية,Jeddah,217,Studio,1,8.2,Good,336,1,5.817111159963204,5.37989735354046
Alreef Diamond Villas,Taif,1500,Standard Villa,13,9.0,Superb,101,1,4.61512051684126,7.313220387090301
Rolana Furnished Apartments,Jeddah,189,Deluxe Studio,1,7.5,Good,40,1,3.6888794541139363,5.241747015059643
Saray Chalet at Amwaj Resort شاليه ساراي في منتجع أمواج للعائلات فقط,Al Khobar,4079,Four-Bedroom House,7,8.3,Good,12,1,2.4849066497880004,8.313607139317558
Shams W Qamar Chalets,Taif,1170,One-Bedroom Chalet,5,8.5,Good,20,1,2.995732273553991,7.064759027791802
فندق حياة تاون,Umm Lajj,629,Deluxe Suite,2,7.3,Good,8,1,2.0794415416798357,6.444131256700441
Luqya Hotel Suites,Jeddah ,140,Studio Apartment,1,7.6,Good,97,1,4.574710978503383,4.941642422609304
Kadi Hotel,Najran,177,One-Bedroom Suite,2,7.8,Good,44,1,3.784189633918261,5.176149732573829
فلل المدينة العاليةVIP,Abha,3200,Two-Bedroom Villa,3,0.0,Very good,0,1,-inf,8.070906088787819
Tanuma Aram Hospitality - Hotel Apartments,Tanomah,247,Studio with Mountain View,1,8.2,Good,1005,1,6.912742820493176,5.5093883366279774
Al Farhan Dumah Al Jandal,Dawmat al Jandal,179,Deluxe Apartment,2,8.2,Good,105,1,4.653960350157523,5.187385805840755
Al Meshan Hotel,Madinah,120,Double or Twin Room with Bathroom,1,6.8,Very good,55,1,4.007333185232471,4.787491742782046
فندق الكامل,Makkah,250,Double or Twin Room,1,8.6,Fabulous,52,1,3.9512437185814275,5.521460917862246
فندق بلانتي,Makkah,136,Basic Triple Room,3,8.0,Good,85,1,4.442651256490317,4.912654885736052
فندق برج الإبريز,Baish,238,King Room,1,7.7,Good,186,1,5.225746673713202,5.472270673671475
Raoum Inn Shaqra,Shaqra,150,Superior Double Room,1,6.6,Very good,188,1,5.236441962829949,5.0106352940962555
Al Lord Hotel,Hafr Al Baten,200,Studio Apartment,1,7.6,Good,89,1,4.48863636973214,5.298317366548036
Asfar Hotel Suites,Shaqra  ,241,Standard Suite,1,8.9,Fabulous,214,1,5.365976015021851,5.484796933490655
Khabti Grand Hotel,Bishah,400,Budget Double Room,1,8.3,Good,1310,1,7.177782416195197,5.991464547107982
Golden Sea Hotel,Obhor ,340,Junior Suite,1,8.2,Good,172,1,5.147494476813453,5.8289456176102075
Desert Rose Motel,Al Ghat,150,Family Room with Private Bathroom,1,0.0,Very good,0,1,-inf,5.0106352940962555
Golden Dune Hotel,Turayf,250,Small Double Room,1,9.0,Superb,1735,1,7.45876269238096,5.521460917862246
قصر البالود 2,Riyadh,127,Budget Double Room,1,8.9,Fabulous,228,1,5.429345628954441,4.844187086458591
العييري للوحدات المفروشة الباحة3,Buraydah,110,Double Room with Private Bathroom,2,3.7,Very good,72,1,4.276666119016055,4.700480365792417
